state,year,month,cases,deaths,temperature_c,rainfall_mm,humidity_pct,population_millions,incidence_per_100k
Punjab,2017,11,522,0,35.6,4.8,46.6,30,1739.9999999999998
Punjab,2017,12,373,0,38.9,26.3,75.3,30,1243.3333333333333
Punjab,2018,1,119,0,39.9,4.1,49.4,30,396.6666666666667
Punjab,2018,2,111,0,36.3,6.8,49.7,30,370.0
Punjab,2018,3,57,0,29.5,0.4,35.3,30,190.0
Punjab,2018,4,68,0,34.8,14.7,32.8,30,226.66666666666666
Punjab,2018,5,156,0,30.2,6.0,55.1,30,520.0
Punjab,2018,6,419,0,32.3,16.6,49.4,30,1396.6666666666667
Punjab,2018,7,625,1,26.6,120.1,95.9,30,2083.333333333333
Punjab,2018,8,871,1,25.2,330.0,70.8,30,2903.3333333333335
Punjab,2018,9,1340,3,29.9,172.3,82.0,30,4466.666666666666
Punjab,2018,10,1705,3,23.9,141.6,92.8,30,5683.333333333334
Punjab,2018,11,530,1,33.0,28.7,54.5,30,1766.6666666666667
Punjab,2018,12,435,0,30.1,18.7,75.1,30,1450.0
Punjab,2019,1,61,0,35.4,1.8,36.4,30,203.33333333333331
Punjab,2019,2,48,0,28.7,12.3,62.9,30,160.0
Punjab,2019,3,69,0,30.0,10.5,67.7,30,229.99999999999997
Punjab,2019,4,82,0,34.7,9.6,30.8,30,273.3333333333333
Punjab,2019,5,107,0,29.0,4.1,60.0,30,356.6666666666667
Punjab,2019,6,705,1,35.8,5.8,38.2,30,2350.0
Punjab,2019,7,525,1,28.6,189.0,94.8,30,1750.0
Punjab,2019,8,1179,3,29.4,248.1,78.7,30,3929.9999999999995
Punjab,2019,9,1032,1,27.1,117.2,80.3,30,3440.0
Punjab,2019,10,1292,1,29.3,275.2,72.0,30,4306.666666666667
Punjab,2019,11,711,1,32.2,7.6,22.5,30,2370.0
Punjab,2019,12,327,0,34.4,15.2,62.2,30,1090.0
Punjab,2020,1,114,0,30.5,0.1,60.5,30,380.0
Punjab,2020,2,56,0,25.1,7.7,45.9,30,186.66666666666666
Punjab,2020,3,71,0,35.1,4.7,36.3,30,236.66666666666666
Punjab,2020,4,55,0,19.9,11.6,57.7,30,183.33333333333331
Punjab,2020,5,61,0,30.7,2.6,32.4,30,203.33333333333331
Punjab,2020,6,592,0,32.6,1.7,67.4,30,1973.3333333333335
Punjab,2020,7,373,0,25.7,177.8,77.0,30,1243.3333333333333
Punjab,2020,8,903,2,28.3,269.6,80.7,30,3010.0
Punjab,2020,9,1059,1,30.3,140.8,79.0,30,3529.9999999999995
Punjab,2020,10,705,1,24.8,299.6,85.5,30,2350.0
Punjab,2020,11,467,0,29.5,6.5,29.8,30,1556.6666666666667
Punjab,2020,12,522,0,36.7,6.0,34.9,30,1739.9999999999998
Punjab,2021,1,108,0,30.3,4.8,59.3,30,360.0
Punjab,2021,2,95,0,35.4,11.5,70.5,30,316.66666666666663
Punjab,2021,3,120,0,23.0,6.3,52.9,30,400.0
Punjab,2021,4,117,0,33.4,25.0,44.6,30,390.0
Punjab,2021,5,98,0,30.6,9.5,40.6,30,326.6666666666667
Punjab,2021,6,353,0,22.9,4.3,57.4,30,1176.6666666666667
Punjab,2021,7,415,1,19.7,166.7,75.9,30,1383.3333333333335
Punjab,2021,8,952,2,30.3,193.1,66.3,30,3173.3333333333335
Punjab,2021,9,993,2,25.6,139.6,67.0,30,3310.0
Punjab,2021,10,1665,2,24.5,232.0,77.4,30,5550.0
Punjab,2021,11,551,1,35.9,28.0,26.2,30,1836.6666666666667
Punjab,2021,12,581,1,32.9,22.1,47.2,30,1936.6666666666667
Punjab,2022,1,69,0,26.1,10.1,20.0,30,229.99999999999997
Punjab,2022,2,90,0,33.5,4.3,20.0,30,300.0
Punjab,2022,3,153,0,34.4,1.2,49.4,30,509.99999999999994
Punjab,2022,4,102,0,37.3,1.1,78.9,30,340.0
Punjab,2022,5,143,0,33.4,4.8,78.8,30,476.6666666666667
Punjab,2022,6,724,0,25.9,6.9,44.6,30,2413.3333333333335
Punjab,2022,7,515,1,23.4,95.1,67.8,30,1716.6666666666667
Punjab,2022,8,1573,1,26.9,89.3,75.5,30,5243.333333333333
Punjab,2022,9,499,0,26.1,365.2,74.6,30,1663.3333333333333
Punjab,2022,10,1178,1,26.3,77.7,68.9,30,3926.6666666666665
Punjab,2022,11,436,1,36.8,16.8,60.0,30,1453.3333333333333
Punjab,2022,12,472,0,31.9,12.0,55.6,30,1573.3333333333333
Punjab,2023,1,97,0,33.6,12.8,52.5,30,323.3333333333333
Punjab,2023,2,161,0,26.7,4.9,39.9,30,536.6666666666666
Punjab,2023,3,75,0,36.0,0.5,53.8,30,250.0
Punjab,2023,4,139,0,30.5,1.1,31.3,30,463.33333333333337
Punjab,2023,5,57,0,30.5,6.6,49.3,30,190.0
Punjab,2023,6,641,1,32.0,4.7,66.5,30,2136.6666666666665
Punjab,2023,7,573,0,24.1,223.7,70.1,30,1910.0000000000002
Punjab,2023,8,744,1,36.2,276.7,80.3,30,2480.0
Punjab,2023,9,785,2,23.2,223.8,82.1,30,2616.666666666667
Punjab,2023,10,750,1,33.6,146.2,71.6,30,2500.0
Punjab,2023,11,747,1,23.7,7.1,51.3,30,2490.0
Punjab,2023,12,333,0,37.2,3.4,36.9,30,1110.0
Punjab,2024,1,101,0,31.7,5.0,57.2,30,336.6666666666667
Punjab,2024,2,179,0,36.6,2.6,53.3,30,596.6666666666666
Punjab,2024,3,91,0,29.3,12.6,59.9,30,303.3333333333333
Punjab,2024,4,88,0,36.5,0.0,20.0,30,293.3333333333333
Punjab,2024,5,105,0,33.3,3.0,45.7,30,350.0
Punjab,2024,6,463,1,25.8,2.4,38.4,30,1543.3333333333333
Punjab,2024,7,821,2,27.4,374.2,68.6,30,2736.6666666666665
Punjab,2024,8,1785,4,26.5,240.4,73.0,30,5950.0
Punjab,2024,9,1419,3,29.9,361.0,63.7,30,4730.0
Punjab,2024,10,1281,1,26.0,296.0,73.0,30,4270.0
Punjab,2024,11,552,1,38.3,2.5,49.3,30,1839.9999999999998
Punjab,2024,12,566,0,28.8,2.2,61.3,30,1886.6666666666667
Haryana,2015,1,88,0,31.0,10.1,55.0,29,303.44827586206895
Haryana,2015,2,67,0,29.4,1.9,70.4,29,231.0344827586207
Haryana,2015,3,47,0,32.7,5.1,50.2,29,162.06896551724137
Haryana,2015,4,92,0,37.3,11.9,51.0,29,317.2413793103448
Haryana,2015,5,67,0,30.4,2.9,50.0,29,231.0344827586207
Haryana,2015,6,389,0,32.0,7.2,61.3,29,1341.3793103448277
Haryana,2015,7,459,1,30.1,170.2,71.5,29,1582.7586206896551
Haryana,2015,8,769,2,32.3,212.9,65.0,29,2651.7241379310344
Haryana,2015,9,1224,2,30.4,122.3,83.0,29,4220.689655172414
Haryana,2015,10,1053,1,23.8,85.0,83.1,29,3631.0344827586205
Haryana,2015,11,793,1,37.9,6.5,49.5,29,2734.4827586206898
Haryana,2015,12,285,0,32.8,5.3,62.3,29,982.7586206896551
Haryana,2016,1,109,0,36.2,1.2,34.7,29,375.86206896551727
Haryana,2016,2,80,0,30.8,8.9,83.3,29,275.86206896551727
Haryana,2016,3,61,0,32.4,19.9,40.4,29,210.3448275862069
Haryana,2016,4,74,0,31.9,4.0,52.9,29,255.17241379310346
Haryana,2016,5,66,0,26.6,24.2,45.2,29,227.58620689655174
Haryana,2016,6,264,0,28.7,3.1,56.8,29,910.344827586207
Haryana,2016,7,822,1,27.5,135.1,54.0,29,2834.4827586206898
Haryana,2016,8,866,2,29.7,166.8,82.2,29,2986.206896551724
Haryana,2016,9,1041,1,26.3,110.2,84.8,29,3589.655172413793
Haryana,2016,10,705,1,30.9,319.1,64.8,29,2431.0344827586205
Haryana,2016,11,388,1,31.2,18.6,61.2,29,1337.9310344827586
Haryana,2016,12,338,0,40.8,1.3,24.8,29,1165.5172413793102
Haryana,2017,1,79,0,38.4,7.6,72.0,29,272.41379310344826
Haryana,2017,2,74,0,28.5,18.0,46.7,29,255.17241379310346
Haryana,2017,3,104,0,29.4,6.4,45.1,29,358.62068965517244
Haryana,2017,4,110,0,33.5,27.9,31.0,29,379.3103448275862
Haryana,2017,5,98,0,27.2,7.2,36.7,29,337.9310344827586
Haryana,2017,6,353,0,20.6,4.9,39.7,29,1217.2413793103449
Haryana,2017,7,356,0,30.6,272.4,79.8,29,1227.5862068965519
Haryana,2017,8,964,1,36.6,109.8,92.1,29,3324.137931034483
Haryana,2017,9,670,0,26.3,224.3,74.1,29,2310.344827586207
Haryana,2017,10,1218,2,31.9,177.9,60.8,29,4200.0
Haryana,2017,11,311,0,34.3,20.4,46.0,29,1072.4137931034481
Haryana,2017,12,613,1,34.5,0.3,46.9,29,2113.793103448276
Haryana,2018,1,82,0,37.3,1.3,48.2,29,282.7586206896552
Haryana,2018,2,73,0,34.3,4.7,35.0,29,251.72413793103448
Haryana,2018,3,125,0,36.5,0.3,48.9,29,431.03448275862075
Haryana,2018,4,90,0,34.7,21.7,54.6,29,310.3448275862069
Haryana,2018,5,77,0,30.6,0.1,50.0,29,265.51724137931035
Haryana,2018,6,542,1,31.0,1.9,54.5,29,1868.9655172413793
Haryana,2018,7,340,0,24.2,336.5,80.3,29,1172.4137931034481
Haryana,2018,8,1030,1,28.9,74.8,61.7,29,3551.724137931034
Haryana,2018,9,407,0,27.5,346.8,81.9,29,1403.448275862069
Haryana,2018,10,667,0,32.5,157.4,63.7,29,2300.0
Haryana,2018,11,853,2,26.2,1.6,56.7,29,2941.379310344828
Haryana,2018,12,609,0,36.5,7.0,57.6,29,2100.0
Haryana,2019,1,91,0,30.9,0.6,29.2,29,313.7931034482759
Haryana,2019,2,89,0,33.3,10.7,42.3,29,306.89655172413796
Haryana,2019,3,72,0,29.5,14.2,74.6,29,248.27586206896552
Haryana,2019,4,98,0,29.2,4.7,54.4,29,337.9310344827586
Haryana,2019,5,95,0,38.4,2.8,59.7,29,327.58620689655174
Haryana,2019,6,349,0,32.2,12.1,39.1,29,1203.448275862069
Haryana,2019,7,596,0,25.2,139.2,65.9,29,2055.1724137931037
Haryana,2019,8,823,2,28.7,114.0,79.6,29,2837.9310344827586
Haryana,2019,9,605,1,31.6,181.0,81.1,29,2086.206896551724
Haryana,2019,10,915,1,29.0,114.4,70.2,29,3155.1724137931037
Haryana,2019,11,735,1,31.3,9.8,60.7,29,2534.4827586206898
Haryana,2019,12,417,0,34.7,19.5,63.4,29,1437.9310344827586
Haryana,2020,1,60,0,31.5,15.9,49.2,29,206.89655172413794
Haryana,2020,2,135,0,30.2,23.2,53.0,29,465.51724137931035
Haryana,2020,3,87,0,22.5,24.7,41.5,29,300.0
Haryana,2020,4,40,0,28.0,6.9,68.8,29,137.93103448275863
Haryana,2020,5,167,0,25.5,2.0,51.2,29,575.8620689655172
Haryana,2020,6,389,0,27.6,11.4,20.0,29,1341.3793103448277
Haryana,2020,7,638,0,27.7,494.9,74.4,29,2200.0
Haryana,2020,8,1047,2,23.7,289.6,72.4,29,3610.344827586207
Haryana,2020,9,583,0,30.9,269.7,76.3,29,2010.3448275862067
Haryana,2020,10,776,1,24.8,92.1,81.1,29,2675.862068965517
Haryana,2020,11,494,1,32.3,37.3,45.7,29,1703.448275862069
Haryana,2020,12,686,1,30.6,23.7,58.2,29,2365.5172413793102
Haryana,2021,1,167,0,28.5,11.4,51.4,29,575.8620689655172
Haryana,2021,2,58,0,33.6,2.2,51.4,29,200.0
Haryana,2021,3,150,0,31.7,16.1,67.0,29,517.2413793103449
Haryana,2021,4,58,0,33.7,17.8,55.3,29,200.0
Haryana,2021,5,118,0,24.1,3.1,46.0,29,406.8965517241379
Haryana,2021,6,488,0,31.4,8.9,66.2,29,1682.7586206896551
Haryana,2021,7,545,0,31.5,318.7,74.6,29,1879.310344827586
Haryana,2021,8,960,1,26.6,56.0,78.6,29,3310.344827586207
Haryana,2021,9,1341,2,27.9,273.4,70.5,29,4624.137931034483
Haryana,2021,10,736,0,22.7,86.7,73.3,29,2537.9310344827586
Haryana,2021,11,615,1,27.9,7.4,55.1,29,2120.689655172414
Haryana,2021,12,468,1,40.1,20.7,43.6,29,1613.7931034482758
Haryana,2022,1,110,0,35.5,23.9,35.8,29,379.3103448275862
Haryana,2022,2,94,0,31.3,37.5,51.5,29,324.13793103448273
Haryana,2022,3,108,0,25.9,12.2,48.2,29,372.41379310344826
Haryana,2022,4,64,0,26.6,31.1,42.6,29,220.68965517241378
Haryana,2022,5,79,0,36.3,12.5,49.6,29,272.41379310344826
Haryana,2022,6,641,1,32.6,1.8,39.7,29,2210.344827586207
Haryana,2022,7,717,1,30.8,148.8,63.9,29,2472.4137931034484
Haryana,2022,8,1282,2,27.6,280.9,75.4,29,4420.689655172414
Haryana,2022,9,1484,1,33.2,261.6,72.4,29,5117.241379310344
Haryana,2022,10,1110,3,26.4,332.9,83.8,29,3827.5862068965516
Haryana,2022,11,414,1,30.1,9.2,66.8,29,1427.5862068965519
Haryana,2022,12,505,1,37.1,7.0,51.5,29,1741.3793103448277
Haryana,2023,1,128,0,32.2,16.8,30.1,29,441.37931034482756
Haryana,2023,2,97,0,34.6,2.9,45.3,29,334.48275862068965
Haryana,2023,3,86,0,32.4,10.4,65.0,29,296.55172413793105
Haryana,2023,4,203,0,32.3,7.0,50.6,29,700.0
Haryana,2023,5,91,0,29.8,1.7,38.0,29,313.7931034482759
Haryana,2023,6,455,1,29.2,9.4,56.0,29,1568.9655172413793
Haryana,2023,7,914,1,25.6,104.7,80.4,29,3151.7241379310344
Haryana,2023,8,752,1,32.5,48.9,96.7,29,2593.103448275862
Haryana,2023,9,1131,1,29.6,229.8,72.4,29,3900.0
Haryana,2023,10,803,1,26.7,482.3,61.1,29,2768.9655172413795
Haryana,2023,11,834,2,23.8,11.8,41.3,29,2875.862068965517
Haryana,2023,12,832,1,33.7,3.1,38.7,29,2868.9655172413795
Haryana,2024,1,66,0,32.9,13.1,49.8,29,227.58620689655174
Haryana,2024,2,301,0,30.9,0.2,60.7,29,1037.9310344827586
Haryana,2024,3,154,0,30.4,5.5,34.2,29,531.0344827586207
Haryana,2024,4,122,0,29.8,8.5,55.1,29,420.6896551724138
Haryana,2024,5,108,0,29.9,3.5,75.8,29,372.41379310344826
Haryana,2024,6,680,1,29.4,2.9,65.5,29,2344.8275862068963
Haryana,2024,7,536,0,23.6,304.4,78.1,29,1848.2758620689656
Haryana,2024,8,899,1,35.4,268.8,85.3,29,3100.0
Haryana,2024,9,975,2,30.4,21.3,68.9,29,3362.0689655172414
Haryana,2024,10,1050,2,26.1,54.7,98.8,29,3620.6896551724135
Haryana,2024,11,916,1,35.5,7.6,65.4,29,3158.620689655172
Haryana,2024,12,844,0,33.5,5.3,56.9,29,2910.344827586207
Delhi,2015,1,155,0,35.3,30.6,62.0,20,775.0
Delhi,2015,2,116,0,29.6,4.0,52.0,20,580.0
Delhi,2015,3,163,0,33.0,13.4,37.2,20,815.0
Delhi,2015,4,187,0,32.8,30.6,43.8,20,935.0
Delhi,2015,5,236,0,24.0,8.6,30.1,20,1180.0
Delhi,2015,6,955,2,34.0,1.1,43.6,20,4775.0
Delhi,2015,7,1148,2,27.5,161.0,82.9,20,5740.0
Delhi,2015,8,1913,3,28.5,260.4,70.2,20,9565.0
Delhi,2015,9,1621,3,28.4,167.4,74.9,20,8105.0
Delhi,2015,10,1544,1,22.0,217.0,75.7,20,7720.0
Delhi,2015,11,1201,2,34.3,5.3,69.3,20,6005.0
Delhi,2015,12,799,1,30.3,7.9,38.2,20,3995.0000000000005
Delhi,2016,1,148,0,29.7,10.8,41.1,20,740.0
Delhi,2016,2,186,0,35.2,10.5,55.6,20,930.0000000000001
Delhi,2016,3,111,0,38.5,1.5,53.5,20,555.0
Delhi,2016,4,114,0,25.6,26.5,43.0,20,570.0
Delhi,2016,5,212,0,35.2,32.8,53.5,20,1060.0
Delhi,2016,6,1125,2,33.8,2.3,89.8,20,5625.0
Delhi,2016,7,1238,3,26.2,87.6,74.3,20,6190.0
Delhi,2016,8,2106,6,25.5,283.2,74.4,20,10530.0
Delhi,2016,9,1947,4,28.7,319.0,73.9,20,9735.0
Delhi,2016,10,1058,1,34.2,63.7,96.2,20,5290.0
Delhi,2016,11,866,1,29.7,24.0,54.4,20,4330.0
Delhi,2016,12,868,1,29.5,0.1,56.7,20,4340.0
Delhi,2017,1,144,0,29.6,6.5,37.0,20,720.0
Delhi,2017,2,124,0,38.6,6.1,62.2,20,620.0
Delhi,2017,3,279,0,32.6,34.4,52.9,20,1395.0
Delhi,2017,4,154,0,31.3,2.0,31.6,20,770.0
Delhi,2017,5,304,0,32.8,9.8,37.2,20,1520.0
Delhi,2017,6,793,2,33.9,8.1,54.0,20,3965.0
Delhi,2017,7,785,1,25.3,129.8,82.8,20,3925.0
Delhi,2017,8,1103,2,31.0,185.6,58.8,20,5515.0
Delhi,2017,9,1974,4,29.4,96.6,79.4,20,9870.0
Delhi,2017,10,1612,2,24.4,134.3,59.6,20,8059.999999999999
Delhi,2017,11,504,1,33.9,2.6,41.3,20,2520.0
Delhi,2017,12,1141,1,37.7,21.0,47.8,20,5705.0
Delhi,2018,1,128,0,39.7,8.2,30.1,20,640.0
Delhi,2018,2,248,0,33.7,2.0,38.3,20,1240.0
Delhi,2018,3,211,0,31.5,12.2,41.7,20,1055.0
Delhi,2018,4,89,0,29.5,8.9,46.1,20,445.0
Delhi,2018,5,143,0,39.6,5.7,46.1,20,715.0
Delhi,2018,6,1051,1,29.5,3.6,61.7,20,5255.0
Delhi,2018,7,1534,1,28.0,245.2,85.3,20,7670.0
Delhi,2018,8,1475,1,25.2,336.4,85.3,20,7375.0
Delhi,2018,9,1397,1,26.5,102.2,87.2,20,6984.999999999999
Delhi,2018,10,1482,2,31.0,143.9,72.4,20,7409.999999999999
Delhi,2018,11,997,2,33.9,10.3,70.7,20,4985.0
Delhi,2018,12,912,2,33.3,12.2,64.1,20,4560.0
Delhi,2019,1,202,0,30.7,6.8,29.6,20,1010.0
Delhi,2019,2,187,0,29.1,0.3,26.7,20,935.0
Delhi,2019,3,184,0,26.7,7.1,38.9,20,919.9999999999999
Delhi,2019,4,175,0,33.9,10.5,67.5,20,875.0
Delhi,2019,5,195,0,30.4,1.4,60.6,20,975.0
Delhi,2019,6,735,1,36.3,27.8,50.0,20,3675.0
Delhi,2019,7,1386,1,31.7,238.6,92.7,20,6930.0
Delhi,2019,8,1640,3,29.2,326.0,67.5,20,8200.0
Delhi,2019,9,3093,4,21.2,227.8,87.6,20,15465.0
Delhi,2019,10,1855,5,27.2,242.0,65.7,20,9275.0
Delhi,2019,11,1329,3,29.2,4.9,46.9,20,6645.0
Delhi,2019,12,758,0,42.0,0.6,62.7,20,3790.0
Delhi,2020,1,165,0,30.3,9.5,65.7,20,825.0
Delhi,2020,2,212,0,30.8,7.2,70.3,20,1060.0
Delhi,2020,3,264,0,26.3,6.4,76.3,20,1320.0
Delhi,2020,4,222,0,30.9,0.1,33.0,20,1110.0
Delhi,2020,5,249,0,32.0,9.4,35.3,20,1245.0
Delhi,2020,6,815,1,28.0,3.9,58.2,20,4075.0
Delhi,2020,7,1062,2,31.1,204.3,62.7,20,5310.0
Delhi,2020,8,1769,4,24.0,157.1,75.5,20,8845.0
Delhi,2020,9,1969,5,24.7,92.7,71.0,20,9845.0
Delhi,2020,10,2571,6,29.5,130.4,72.2,20,12855.000000000002
Delhi,2020,11,731,1,36.6,3.8,52.8,20,3654.9999999999995
Delhi,2020,12,870,1,43.6,22.2,46.1,20,4350.0
Delhi,2021,1,279,0,27.6,5.0,58.4,20,1395.0
Delhi,2021,2,323,0,35.4,27.7,45.5,20,1614.9999999999998
Delhi,2021,3,129,0,35.2,21.1,75.0,20,645.0
Delhi,2021,4,285,0,28.1,0.4,67.2,20,1425.0
Delhi,2021,5,234,0,31.7,20.4,67.9,20,1170.0
Delhi,2021,6,2048,2,31.2,3.0,69.1,20,10240.0
Delhi,2021,7,1497,4,22.9,275.0,76.5,20,7484.999999999999
Delhi,2021,8,2001,3,24.6,349.8,77.3,20,10005.0
Delhi,2021,9,2043,2,29.5,203.3,75.7,20,10215.0
Delhi,2021,10,2080,4,27.9,284.4,63.6,20,10400.0
Delhi,2021,11,1355,2,38.4,16.0,41.2,20,6775.0
Delhi,2021,12,1504,3,34.3,25.8,55.9,20,7520.0
Delhi,2022,1,132,0,32.8,4.6,56.1,20,660.0
Delhi,2022,2,155,0,25.2,0.2,55.6,20,775.0
Delhi,2022,3,270,0,34.6,1.8,52.2,20,1350.0
Delhi,2022,4,107,0,35.3,19.8,51.8,20,535.0
Delhi,2022,5,198,0,33.7,4.6,46.5,20,990.0
Delhi,2022,6,898,2,31.4,5.2,40.3,20,4490.0
Delhi,2022,7,1265,2,32.4,74.9,83.1,20,6325.0
Delhi,2022,8,1096,1,34.2,124.6,71.4,20,5480.0
Delhi,2022,9,2331,4,30.6,240.1,78.3,20,11655.0
Delhi,2022,10,2206,5,26.5,213.0,56.6,20,11030.0
Delhi,2022,11,2356,6,27.2,0.3,58.7,20,11780.0
Delhi,2022,12,1070,2,24.9,26.3,74.4,20,5350.0
Delhi,2023,1,265,0,28.8,4.6,59.9,20,1325.0
Delhi,2023,2,246,0,34.1,5.9,56.2,20,1230.0
Delhi,2023,3,181,0,36.7,8.3,32.5,20,905.0000000000001
Delhi,2023,4,385,0,28.5,11.7,44.5,20,1925.0
Delhi,2023,5,300,0,32.3,4.6,45.9,20,1500.0
Delhi,2023,6,772,1,30.8,28.7,57.8,20,3860.0
Delhi,2023,7,1975,4,25.6,93.6,67.5,20,9875.0
Delhi,2023,8,2160,5,25.4,180.5,76.9,20,10800.0
Delhi,2023,9,2183,2,28.3,257.1,75.4,20,10915.0
Delhi,2023,10,2720,8,29.5,210.2,92.6,20,13600.0
Delhi,2023,11,2032,2,33.1,3.3,40.3,20,10160.0
Delhi,2023,12,1151,1,38.5,2.3,35.9,20,5755.0
Delhi,2024,1,342,0,30.1,6.7,64.2,20,1710.0000000000002
Delhi,2024,2,222,0,25.7,23.2,50.7,20,1110.0
Delhi,2024,3,290,0,31.7,1.5,45.7,20,1450.0
Delhi,2024,4,136,0,37.1,18.1,43.7,20,680.0
Delhi,2024,5,332,0,25.3,0.7,20.0,20,1660.0000000000002
Delhi,2024,6,896,2,29.9,5.3,75.7,20,4480.0
Delhi,2024,7,1562,3,26.7,66.0,66.1,20,7809.999999999999
Delhi,2024,8,2982,4,28.1,81.2,74.0,20,14910.0
Delhi,2024,9,1983,5,29.4,153.3,62.1,20,9915.0
Delhi,2024,10,3071,7,21.5,150.0,76.8,20,15355.000000000002
Delhi,2024,11,1858,2,33.4,0.3,48.1,20,9290.0
Delhi,2024,12,684,1,31.0,3.2,63.2,20,3420.0000000000005
